TestID,TestRun,Status,Description
SMOKE_RBU_FIREFOX_ALL_FEATURES_WITH_HEADER_POST,TR2740,PASS,SMOKE_RBU_FIREFOX_ALL_FEATURES_WITH_HEADER_POST Passed
SMOKE_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_NO_HEADER,TR2741,PASS,SMOKE_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_NO_HEADER Passed
SMOKE_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_HEADER_GET,TR2742,PASS,SMOKE_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_HEADER_GET Passed
SMOKE_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_HEADER_POST,TR2743,PASS,SMOKE_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_HEADER_POST Passed
SMOKE_Sync_Point_BeforeFirstTrans_10U_alluser_release,TR2744,FAIL,SMOKE_Sync_Point_BeforeFirstTrans_10U_alluser_release Failed
SMOKE_Sync_Point_BeforeFirstTrans_10U_5user_release,TR2745,PASS,SMOKE_Sync_Point_BeforeFirstTrans_10U_5user_release Passed
SMOKE_Sync_Point_BeforeFirstTrans_10U_20user_release_TimeOut,TR2746,PASS,SMOKE_Sync_Point_BeforeFirstTrans_10U_20user_release_TimeOut Passed
SMOKE_Sync_Point_InBetweenTrans_10U_alluser_release,TR2747,PASS,SMOKE_Sync_Point_InBetweenTrans_10U_alluser_release Passed
SMOKE_Sync_Point_BeforeFirstPage_10U_alluser_release,TR2748,PASS,SMOKE_Sync_Point_BeforeFirstPage_10U_alluser_release Passed
SMOKE_Sync_Point_InBtweenPage_10U_5user_release,TR2749,FAIL,SMOKE_Sync_Point_InBtweenPage_10U_5user_release Failed

Failed: 17 test(s), Passed: 65 test(s), Total: 82 test(s)
