Case, TestID, Category, ReleaseID, BuildID, ComponentID, TestRun, CPS, HPS, ThroughputRX, ThroughputTX
CPS,Performance_cps_128User_OEF_010,performance,3.9.7,24,NS,TR23425,59907,59907,197234,156069
CPS,Performance_cps_128User_OEF_010_HPM,performance,3.9.7,24,NS,TR23426,60041,60035,197594,157364
CPS,Performance_cps_128User_OEF_011_HPM,performance,3.9.7,24,NS,TR23427,71309,71309,195712,185785
CPS,Performance_cps_128User_OEF_111_HPM,performance,3.9.7,24,NS,TR23428,79451,79451,218061,162349
