#testcaseid,testrun,componentid,catagoryid,status,description
REG-001-001,45673,1,2,pass,Reression test for FCU with RampUp in Step mode passed
REG-002-001,45674,1,2,pass,Reression test for FCU with RampUp in Rate mode passed
REG-003-001,45675,1,2,pass,Regression testcase for FSR  Mode 1 test Passed
REG-004-001,45676,1,2,pass,Regression testcase for FSR Mode 2 test Passed
REG-005-001,45677,1,2,fail,Reression test for Replay Access Logs failed;because difference of  baseline and current test metric Average Transaction Response Time (Secs)(NA) = 50 is more than expected difference 5%
REG-006-001,45678,1,2,fail,Reression test for NS supported protocols such as POP3 SMTP & FTP failed;because difference of  baseline and current test metric Running Vusers(NA) = 15 is more than expected difference 5%
REG-007-001,45679,1,2,pass,RTC is being applied for Start0 phase;10  have been found in current situation as RTC being applied
REG-007-002,45680,1,2,pass,RTC is being applied for RampUp0 phase;12  have been found in current situation as RTC being applied
REG-007-003,45681,1,2,pass,RTC is being applied for Stabilize0 phase;110  have been found in current situation as RTC being applied
REG-007-004,45682,1,2,pass,RTC is being applied for Duration0 phase;110  have been found in current situation as RTC being applied
REG-007-005,45683,1,2,pass,RTC is being applied for RampDown0 phase;85  have been found in current situation as RTC being applied
REG-007-006,45684,1,2,pass,RTC being applied in all phases correctly;VUSers records were found as expected for each of the phases where RTC applied;Ramp down users count also met to the expected total VUsers count post application of RTC
