Absolute Time Stamp|Relative Time Stamp|File|Line|Function|Group|Parent/Child|User Index|Session Instance|Page|Instance|Logs
07/28/15 19:43:47|00:00:01|ns_gdf.c|2878|create_testrun_gdf|-|255|-1|-1|-1|-1|Going to fill gdf '/home/netstorm/work/logs/TR6550/testrun.gdf' from '/tmp/6550_tmp.gdf' test_run_gdf_count = 0.
07/28/15 19:43:47|00:00:01|ns_event_log.c|432|init_event_logger|-|255|-1|-1|-1|-1|Main thread Recovery data initialized withMAX_RECOVERY_COUNT = 10000, RESTART_TIME_THRESHOLD_IN_SEC = 900
07/28/15 19:43:47|00:00:01|ns_event_log.c|474|init_event_logger|-|255|-1|-1|-1|-1|Main thread, nsa log manager is not running. Recovering nsa_log_mgr.
07/28/15 19:43:47|00:00:01|logging.c|497|open_dlog_file_in_append_mode|-|255|-1|-1|-1|-1|Opening dlog file by parent at init or at partition switch time.
07/28/15 19:43:48|00:00:02|ns_session.c|93|init_sess_inst_start_num|-|255|-1|-1|-1|-1|Initializing sess_inst_num to 0, sess_inst_num = 49558426.
07/28/15 19:43:50|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 19:43:50|00:00:02|ns_child.c|323|calculate_child_epoll_timeout|-|0|-1|-1|-1|-1|No timeout pending for NVM (0). Using infinite time in epoll_wait().
07/28/15 19:43:50|00:00:02|wait_forever.c|1208|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 0, testrun number = 6550, fd = 35, IP = IPV4:127.0.0.1.35640, State = 0x0, Connection = PARENT_TO_NVM
07/28/15 19:43:50|00:00:02|wait_forever.c|1121|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 0, num children/generator = 1
07/28/15 19:44:00|00:00:12|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 1 at 14264 cur_sample=1, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:44:10|00:00:22|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 2 at 24264 cur_sample=2, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:44:20|00:00:32|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 3 at 34264 cur_sample=3, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:44:30|00:00:42|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 4 at 44264 cur_sample=4, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:44:40|00:00:52|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 5 at 54264 cur_sample=5, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:44:50|00:01:02|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 6 at 64264 cur_sample=6, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:45:00|00:01:12|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 7 at 74264 cur_sample=7, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:45:10|00:01:22|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 8 at 84264 cur_sample=8, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:45:20|00:01:32|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 9 at 94264 cur_sample=9, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:45:30|00:01:42|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 10 at 104264 cur_sample=10, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:45:40|00:01:52|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 11 at 114264 cur_sample=11, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:45:50|00:02:02|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 12 at 124264 cur_sample=12, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:46:00|00:02:12|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 13 at 134321 cur_sample=13, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:46:10|00:02:22|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 14 at 144264 cur_sample=14, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:46:20|00:02:32|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 15 at 154264 cur_sample=15, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:46:30|00:02:42|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 16 at 164264 cur_sample=16, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:46:40|00:02:52|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 17 at 174264 cur_sample=17, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
07/28/15 19:46:50|00:03:02|wait_forever.c|2229|process_progress_report_msg|-|255|-1|-1|-1|-1|Recieved PROGRESS_REPORT from child '0', loader_opcode = 0, report# 18 at 184264 cur_sample=18, num_rcd=0, num_pge=1, from ip = IPV4:127.0.0.1.35640, testrun number = 0
