#testcaseid,testrun,componentid,catagoryid,status,description
SMOKE-001-001,19234,1,1,pass,ns_save_string() api Passed
SMOKE-001-002,19235,1,1,pass,ns_eval_string() Passed
SMOKE-001-003,19236,1,1,pass,ns_adv_param() Passed
SMOKE-001-004,19237,1,1,pass,ns_adv_param() negative condition Passed
SMOKE-001-005,19238,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-006,19239,1,1,fail,save_data_var or save_data_eval or save_dat_ex api Failed
SMOKE-001-007,19240,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,19241,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-009,19242,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-010,19243,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-011,19244,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,19245,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,19246,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-014,19247,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-015,19248,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,19249,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,19250,1,1,pass,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,19251,1,1,pass,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,19252,1,1,pass,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,19253,1,1,pass,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,19254,1,1,pass,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-001-024,19255,1,1,fail,Failed for ns_get_url_resp_msg; Diff returned 2
SMOKE-002-001,19256,1,1,pass,Http authentication basic for apache main param session Passed
SMOKE-002-002,19257,1,1,pass,Http authentication basic for apache main param use Passed
SMOKE-002-003,19258,1,1,pass,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,19259,1,1,pass,Http authentication basic main with keep alive Passed
SMOKE-002-005,19260,1,1,pass,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,19261,1,1,pass,Autofetch one main url five autofetch url Passed
SMOKE-003-002,19262,1,1,pass,Autofetch disabled Passed
SMOKE-003-003,19263,1,1,pass,Autofetch enabled two embedded url Passed
SMOKE-003-004,19264,1,1,pass,Autofetch disabled two embedded url Passed
SMOKE-003-005,19265,1,1,pass,Autofetch Inline Include Domain Passed
SMOKE-003-006,19266,1,1,pass,Autofetch Inline Exclude Domain Passed
SMOKE-003-007,19267,1,1,pass,Autofetch Inline Include Url Pattern Passed
SMOKE-003-008,19268,1,1,pass,Autofetch Inline Exclude Url Pattern Passed
SMOKE-003-009,19269,1,1,pass,No jsp based url being requested after excluding jsp based pattern
SMOKE-003-010,19270,1,1,pass,jsp based url being requested after including jsp based pattern
SMOKE-003-011,19271,1,1,pass,js based url were not requested after excluding js+ based pattern
SMOKE-003-012,19272,1,1,pass,jsp inlines have been filtered out but js being included for js? pattern
SMOKE-003-013,19273,1,1,pass,only js and jsp based inlines have been requested for including jsp? pattern
SMOKE-003-014,19274,1,1,pass,jsp and js both inlines have been included for js* pattern
SMOKE-003-015,19275,1,1,pass,jsp and js both inlines have been included for j[sp]+ pattern
SMOKE-003-016,19276,1,1,pass,PostURLCallBack for set embed objects api;mode zero;not implemented
SMOKE-003-017,19277,1,1,pass,PostURLCallBack for set embd objects api;mode one;not implemented
SMOKE-003-018,19278,1,1,pass,PostURLCallBack for set embd objects api;url redirection;not implemented
SMOKE-004-001,19279,1,1,pass,Auto Redirect 10 Depth Server URL and Scenario 2 Depth Redirection Passed
SMOKE-004-002,19280,1,1,pass,Auto Redirect One Depth Server URL with relative path Passed
