#testcaseid,testrun,componentid,catagoryid,status,description
SMOKE-001-001,50489,1,1,pass,ns_save_string() api Passed
SMOKE-001-002,50490,1,1,pass,ns_eval_string() Passed
SMOKE-001-003,50491,1,1,pass,ns_adv_param() Passed
SMOKE-001-004,50492,1,1,pass,ns_adv_param() negative condition Passed
SMOKE-001-007,50495,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,50496,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-011,50499,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,50500,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,50501,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-014,50502,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-015,50503,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,50504,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,50505,1,1,pass,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,50506,1,1,pass,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,50507,1,1,pass,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,50508,1,1,pass,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,50509,1,1,pass,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-001-024,50510,1,1,pass,Passed for ns_get_url_resp_msg
SMOKE-002-001,50511,1,1,pass,Http authentication basic for apache main param session Passed
SMOKE-002-002,50512,1,1,pass,Http authentication basic for apache main param use Passed
SMOKE-002-003,50513,1,1,pass,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,50514,1,1,pass,Http authentication basic main with keep alive Passed
SMOKE-002-005,50515,1,1,pass,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,50516,1,1,pass,Autofetch one main url five autofetch url Passed
SMOKE-003-002,50517,1,1,pass,Autofetch disabled Passed
SMOKE-003-003,50518,1,1,pass,Autofetch enabled two embedded url Passed
SMOKE-003-004,50519,1,1,pass,Autofetch disabled two embedded url Passed
SMOKE-003-005,50520,1,1,pass,Autofetch Inline Include Domain Passed
SMOKE-003-006,50521,1,1,pass,Autofetch Inline Exclude Domain Passed
SMOKE-003-007,50522,1,1,pass,Autofetch Inline Include Url Pattern Passed
SMOKE-003-008,50523,1,1,pass,Autofetch Inline Exclude Url Pattern Passed
SMOKE-003-009,50524,1,1,pass,No jsp based url being requested after excluding jsp based pattern
SMOKE-003-010,50525,1,1,pass,jsp based url being requested after including jsp based pattern
SMOKE-003-011,50526,1,1,pass,js based url were not requested after excluding js+ based pattern
SMOKE-003-012,50527,1,1,pass,jsp inlines have been filtered out but js being included for js? pattern
SMOKE-003-013,50528,1,1,pass,only js and jsp based inlines have been requested for including jsp? pattern
SMOKE-003-014,50529,1,1,pass,jsp and js both inlines have been included for js* pattern
SMOKE-003-015,50530,1,1,pass,jsp and js both inlines have been included for j[sp]+ pattern
SMOKE-003-016,50531,1,1,pass,PostURLCallBack for set embed objects api;mode zero;not implemented
SMOKE-003-017,50532,1,1,pass,PostURLCallBack for set embd objects api;mode one;not implemented
SMOKE-003-018,50533,1,1,pass,PostURLCallBack for set embd objects api;url redirection;not implemented
SMOKE-004-001,50534,1,1,pass,Auto Redirect 10 Depth Server URL and Scenario 2 Depth Redirection Passed
SMOKE-004-002,50535,1,1,pass,Auto Redirect One Depth Server URL with relative path Passed
SMOKE-004-003,50536,1,1,pass,Auto Redirect For Different Host Test Passed
SMOKE-004-004,50537,1,1,pass,Auto Redirect For Relative To Absolute redirection Passed
SMOKE-004-005,50538,1,1,pass,Auto Redirect For Different Protocol Url Passed
SMOKE-004-006,50539,1,1,pass,Validation passed for Manual redirection testcase
SMOKE-005-004,50540,1,1,pass,Two URL Test with command line cookie and cookie mode 1 Passed
SMOKE-006-001,50541,1,1,pass,KeepAlive with percentage 100 Passed
SMOKE-006-002,50542,1,1,pass,KeepAlive with percentage 0 Passed
SMOKE-007-001,50543,1,1,pass,One Url MultiPart With Boundary Passed
SMOKE-007-002,50544,1,1,pass,One Url MultiPart Without Boundary Passed
SMOKE-007-003,50545,1,1,pass,One Url MultiPart Nested Boundries Passed
SMOKE-008-001,50546,1,1,pass,Page think time with constant mode Passed
SMOKE-008-002,50547,1,1,pass,Page think time with uniform distribution mode Passed
SMOKE-008-003,50548,1,1,pass,Page think time with internet type distribution mode Passed
SMOKE-008-004,50549,1,1,pass,Page think time keyword for specific page Passed
SMOKE-008-005,50550,1,1,pass,Page think time keyword with overide and multiply values Passed
SMOKE-008-007,50551,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-008,50552,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-009,50553,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-010,50554,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-011,50555,1,1,pass,page think time mode 4 testcase passed for all groups and all pages
SMOKE-008-012,50556,1,1,pass,page think time mode 4 testcase passed where function returns a random value from an initalized array
SMOKE-009-001,50557,1,1,pass,Search in two main url Passed
SMOKE-009-002,50558,1,1,pass,Search in two main url with savelength mode Passed
SMOKE-009-003,50559,1,1,pass,Search for two main url with save length and save offset mode  Passed
SMOKE-009-004,50560,1,1,pass,Search for two main url with save length and save offset mode Passed
SMOKE-009-005,50561,1,1,pass,Search for two main url with save length and save offset mode in 2 pages Passed
SMOKE-009-006,50562,1,1,pass,Search for two main url with save length and save offset mode in 2 pages Passed
SMOKE-009-007,50563,1,1,pass,Checkpoint with two main url check value found Passed
SMOKE-009-008,50564,1,1,pass,Checkpoint with two main url check value not found Passed
SMOKE-009-009,50565,1,1,pass,Checkpoint with two main url check value with prefix and suffix found Passed
SMOKE-009-010,50566,1,1,pass,Checkpoint with two main url check value with prefix and suffix not found Passed
