#testcaseid,testrun,componentid,catagoryid,status,description
REG-001-001,42008,1,2,pass,Regression testcase for FCU with RampUp in Step mode test Passed
REG-002-001,42013,1,2,pass,Regression testcase for FCU with RampUp in Rate mode test Passed
REG-003-001,42014,1,2,pass,Regression testcase for FSR  Mode 1 test Passed
REG-004-001,42015,1,2,pass,Regression testcase for FSR Mode 2 test Passed
REG-005-001,42016,1,2,pass,Regression testcase for Replay Access Logs test Passed
REG-006-001,42017,1,2,pass,Regression testcase for NS supported protocols such as POP3 SMTP & FTP test Passed
REG-007-001,42018,1,2,pass,RTC is being applied for Start0 phase;10  have been found in current situation as RTC being applied
REG-007-002,42019,1,2,pass,RTC is being applied for RampUp0 phase;12  have been found in current situation as RTC being applied
REG-007-003,42020,1,2,pass,RTC is being applied for Stabilize0 phase;110  have been found in current situation as RTC being applied
REG-007-004,42021,1,2,pass,RTC is being applied for Duration0 phase;110  have been found in current situation as RTC being applied
REG-007-005,42022,1,2,pass,RTC is being applied for RampDown0 phase;85  have been found in current situation as RTC being applied
REG-007-006,42023,1,2,pass,RTC being applied in all phases correctly;VUSers records were found as expected for each of the phases where RTC applied;Ramp down users count also met to the expected total VUsers count post application of RTC
