#testcaseid,testrun,componentid,catagoryid,status,description
REG-002-001,57686,1,2,pass,Reression test for FCU with RampUp in Rate mode passed
REG-003-001,57687,1,2,pass,Regression testcase for FSR  Mode 1 test Passed
REG-004-001,57688,1,2,pass,Regression testcase for FSR Mode 2 test Passed
REG-005-001,57689,1,2,pass,Regression testcase for Replay Access Logs test Passed
REG-006-001,57690,1,2,pass,Regression testcase for NS supported protocols such as POP3 SMTP & FTP test Passed
REG-007-001,57691,1,2,pass,RTC is being applied for Start0 phase;10  have been found in current situation as RTC being applied
REG-007-002,57692,1,2,pass,RTC is being applied for RampUp0 phase;12  have been found in current situation as RTC being applied
REG-007-003,57693,1,2,pass,RTC is being applied for Stabilize0 phase;110  have been found in current situation as RTC being applied
REG-007-004,57694,1,2,pass,RTC is being applied for Duration0 phase;110  have been found in current situation as RTC being applied
REG-007-005,57695,1,2,pass,RTC is being applied for RampDown0 phase;85  have been found in current situation as RTC being applied
REG-007-006,57696,1,2,pass,RTC being applied in all phases correctly;VUSers records were found as expected for each of the phases where RTC applied;Ramp down users count also met to the expected total VUsers count post application of RTC
REG-008-001,57697,1,2,pass,Regression testcase for Replay Access Logs test Passed
REG-010-001,57698,1,2,fail, Percentile testcase failed. For more details about percentile data please find the percentile_data.csv attachment
