#testcaseid,testrun,componentid,catagoryid,status,description
REG-001-001,81068,1,2,pass,FCU with RampUp in Step mode testcase passed
REG-002-001,81069,1,2,pass,FCU with RampUp in Rate mode testcase passed
REG-003-001,81070,1,2,pass,FSR  Mode 1 testcase passed
REG-004-001,81071,1,2,fail,FSR  Mode 2 testcase failed because Sessions Started/Minute(NA) in baseline testrun found is 790.8 and Sessions Started/Minute(NA) in current testrun is 835.947 are having difference of -5.70902883156% which exceeed the tolerance of 5%
REG-005-001,81072,1,2,pass,Replay Access Logs testcase passed
REG-006-001,81073,1,2,pass,NS supported protocols such as POP3 SMTP & FTP Testcase passed
REG-007-001,81074,1,2,pass,RTC is being applied for Start0 phase;10  have been found in current situation as RTC being applied
REG-007-002,81075,1,2,pass,RTC is being applied for RampUp0 phase;12  have been found in current situation as RTC being applied
REG-007-003,81076,1,2,pass,RTC is being applied for Stabilize0 phase;110  have been found in current situation as RTC being applied
REG-007-004,81077,1,2,pass,RTC is being applied for Duration0 phase;110  have been found in current situation as RTC being applied
REG-007-005,81078,1,2,pass,RTC is being applied for RampDown0 phase;85  have been found in current situation as RTC being applied
REG-007-006,81079,1,2,pass,RTC being applied in all phases correctly;VUSers records were found as expected for each of the phases where RTC applied;Ramp down users count also met to the expected total VUsers count post application of RTC
REG-008-001,81080,1,2,pass,Replay Access Logs testcase passed
REG-010-001,81081,1,2,fail, Percentile testcase failed. For more details about percentile data please find the percentile_data.csv attachment
