#testcaseid,testrun,componentid,catagoryid,status,description
SMOKE-001-001,57771,1,1,pass,ns_save_string() api Passed
SMOKE-001-002,57772,1,1,pass,ns_eval_string() Passed
SMOKE-001-003,57773,1,1,pass,ns_adv_param() Passed
SMOKE-001-004,57774,1,1,pass,ns_adv_param() negative condition Passed
SMOKE-001-005,57775,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-006,57776,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-007,57777,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,57778,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-009,57779,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-010,57780,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-011,57781,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,57782,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,57783,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-014,57784,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-015,57785,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,57786,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,57787,1,1,pass,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,57788,1,1,pass,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,57789,1,1,pass,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,57790,1,1,pass,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,57791,1,1,pass,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-001-024,57792,1,1,pass,Passed for ns_get_url_resp_msg
SMOKE-002-001,57793,1,1,pass,Http authentication basic for apache main param session Passed
SMOKE-002-002,57794,1,1,pass,Http authentication basic for apache main param use Passed
SMOKE-002-003,57795,1,1,pass,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,57796,1,1,pass,Http authentication basic main with keep alive Passed
SMOKE-002-005,57797,1,1,pass,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,57798,1,1,pass,Autofetch one main url five autofetch url Passed
SMOKE-003-002,57799,1,1,pass,Autofetch disabled Passed
SMOKE-003-003,57800,1,1,pass,Autofetch enabled two embedded url Passed
SMOKE-003-004,57801,1,1,pass,Autofetch disabled two embedded url Passed
SMOKE-003-005,57802,1,1,pass,Autofetch Inline Include Domain Passed
SMOKE-003-006,57803,1,1,pass,Autofetch Inline Exclude Domain Passed
SMOKE-003-007,57804,1,1,pass,Autofetch Inline Include Url Pattern Passed
SMOKE-003-008,57805,1,1,pass,Autofetch Inline Exclude Url Pattern Passed
SMOKE-003-009,57806,1,1,pass,No jsp based url being requested after excluding jsp based pattern
SMOKE-003-010,57807,1,1,pass,jsp based url being requested after including jsp based pattern
SMOKE-003-011,57808,1,1,pass,js based url were not requested after excluding js+ based pattern
SMOKE-003-012,57809,1,1,pass,jsp inlines have been filtered out but js being included for js? pattern
SMOKE-003-013,57810,1,1,pass,only js and jsp based inlines have been requested for including jsp? pattern
SMOKE-003-014,57811,1,1,pass,jsp and js both inlines have been included for js* pattern
SMOKE-003-015,57812,1,1,pass,jsp and js both inlines have been included for j[sp]+ pattern
SMOKE-003-016,57813,1,1,pass,PostURLCallBack for set embed objects api;mode zero;not implemented
SMOKE-003-017,57814,1,1,pass,PostURLCallBack for set embd objects api;mode one;not implemented
SMOKE-003-018,57815,1,1,pass,PostURLCallBack for set embd objects api;url redirection;not implemented
SMOKE-004-001,57816,1,1,pass,Auto Redirect 10 Depth Server URL and Scenario 2 Depth Redirection Passed
SMOKE-004-002,57817,1,1,pass,Auto Redirect One Depth Server URL with relative path Passed
SMOKE-004-003,57818,1,1,pass,Auto Redirect For Different Host Test Passed
SMOKE-004-004,57819,1,1,pass,Auto Redirect For Relative To Absolute redirection Passed
SMOKE-004-005,57820,1,1,pass,Auto Redirect For Different Protocol Url Passed
SMOKE-004-006,57821,1,1,pass,Validation passed for Manual redirection testcase
