NVM 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
