TestCaseName,TestRun,Duration,$TestDescription,$ScriptName,$User,$Wan,%Url,Pass%,SD_TotalConn,SD_TotalSuccConn,SD_TotalURLHits,SD_TotalSuccURL,Open/Sec,URLHits/Sec,URLFailures,SD_AvgURLTime,SD_MaxURLTime,SD_MinURLTime,SD_TotalTrasHits,SD_TotalSuccTras,SD_TrasHits/Sec,SD_TrasFailures,SD_AvgTrasTime,SD_MaxTrasTime,SD_MinTrasTime,SD_TcpTx,SD_TcpRx,SD_EthTx,SD_EthRx,Close/Sec,SD_CPUBusyNS,SD_CPUBusyNO
concurrency,23437,00:09:11,Performance_concurrency_withoutwan,scriptTiny,200000,0,http,100,200000,200000,63674496,63674496,362,115561.70,0,0.088,2.571,0.000,0,0,NA,0,-,-,-,377445.366,57780.849,505977.154,132896.113,362,NA,NA
