#testcaseid,testrun,componentid,catagoryid,status,description
REG-001-001,49196,1,2,pass,Reression test for FCU with RampUp in Step mode passed
REG-002-001,49197,1,2,pass,Reression test for FCU with RampUp in Rate mode passed
REG-003-001,49198,1,2,pass,Regression testcase for FSR  Mode 1 test Passed
REG-004-001,49199,1,2,pass,Regression testcase for FSR Mode 2 test Passed
REG-005-001,49200,1,2,pass,Regression testcase for Replay Access Logs test Passed
REG-006-001,49201,1,2,pass,Regression testcase for NS supported protocols such as POP3 SMTP & FTP test Passed
REG-007-001,49202,1,2,pass,RTC is being applied for Start0 phase;10  have been found in current situation as RTC being applied
REG-007-002,49203,1,2,pass,RTC is being applied for RampUp0 phase;12  have been found in current situation as RTC being applied
REG-007-003,49204,1,2,pass,RTC is being applied for Stabilize0 phase;110  have been found in current situation as RTC being applied
REG-007-004,49205,1,2,pass,RTC is being applied for Duration0 phase;110  have been found in current situation as RTC being applied
REG-007-005,49207,1,2,pass,RTC is being applied for RampDown0 phase;85  have been found in current situation as RTC being applied
REG-007-006,49208,1,2,pass,RTC being applied in all phases correctly;VUSers records were found as expected for each of the phases where RTC applied;Ramp down users count also met to the expected total VUsers count post application of RTC
