#testcaseid,testrun,componentid,catagoryid,status,description
SMOKE-001-001,44669,1,1,pass,ns_save_string() api Passed
SMOKE-001-002,44670,1,1,pass,ns_eval_string() Passed
SMOKE-001-003,44671,1,1,pass,ns_adv_param() Passed
SMOKE-001-004,44672,1,1,pass,ns_adv_param() negative condition Passed
SMOKE-001-005,44673,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-006,44674,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-007,44675,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,44676,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-009,44677,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-010,44678,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-011,44679,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,44680,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,44681,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-014,44682,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-015,44683,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,44684,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,44685,1,1,pass,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,44686,1,1,pass,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,44687,1,1,pass,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,44688,1,1,pass,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,44689,1,1,pass,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-001-024,44690,1,1,pass,Passed for ns_get_url_resp_msg
SMOKE-002-001,44691,1,1,pass,Http authentication basic for apache main param session Passed
SMOKE-002-002,44692,1,1,pass,Http authentication basic for apache main param use Passed
SMOKE-002-003,44693,1,1,pass,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,44694,1,1,pass,Http authentication basic main with keep alive Passed
SMOKE-002-005,44695,1,1,pass,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,44696,1,1,pass,Autofetch one main url five autofetch url Passed
SMOKE-003-002,44697,1,1,pass,Autofetch disabled Passed
SMOKE-003-003,44698,1,1,pass,Autofetch enabled two embedded url Passed
SMOKE-003-004,44699,1,1,pass,Autofetch disabled two embedded url Passed
SMOKE-003-005,44700,1,1,pass,Autofetch Inline Include Domain Passed
SMOKE-003-006,44701,1,1,pass,Autofetch Inline Exclude Domain Passed
SMOKE-003-007,44702,1,1,pass,Autofetch Inline Include Url Pattern Passed
SMOKE-003-008,44703,1,1,pass,Autofetch Inline Exclude Url Pattern Passed
SMOKE-003-009,44704,1,1,pass,No jsp based url being requested after excluding jsp based pattern
SMOKE-003-010,44705,1,1,pass,jsp based url being requested after including jsp based pattern
SMOKE-003-011,44706,1,1,pass,js based url were not requested after excluding js+ based pattern
SMOKE-003-012,44707,1,1,pass,jsp inlines have been filtered out but js being included for js? pattern
SMOKE-003-013,44708,1,1,pass,only js and jsp based inlines have been requested for including jsp? pattern
SMOKE-003-014,44709,1,1,pass,jsp and js both inlines have been included for js* pattern
SMOKE-003-015,44710,1,1,pass,jsp and js both inlines have been included for j[sp]+ pattern
SMOKE-003-016,44711,1,1,pass,PostURLCallBack for set embed objects api;mode zero;not implemented
SMOKE-003-017,44712,1,1,pass,PostURLCallBack for set embd objects api;mode one;not implemented
SMOKE-003-018,44713,1,1,pass,PostURLCallBack for set embd objects api;url redirection;not implemented
SMOKE-004-001,44714,1,1,pass,Auto Redirect 10 Depth Server URL and Scenario 2 Depth Redirection Passed
SMOKE-004-002,44715,1,1,pass,Auto Redirect One Depth Server URL with relative path Passed
SMOKE-004-003,44716,1,1,pass,Auto Redirect For Different Host Test Passed
SMOKE-004-004,44717,1,1,pass,Auto Redirect For Relative To Absolute redirection Passed
SMOKE-004-005,44718,1,1,pass,Auto Redirect For Different Protocol Url Passed
SMOKE-004-006,44719,1,1,pass,Validation passed for Manual redirection testcase
SMOKE-005-003,44720,1,1,pass,Four URL Test with expiry code and cookie mode 1  Passed
SMOKE-005-004,44721,1,1,pass,Two URL Test with command line cookie and cookie mode 1 Passed
SMOKE-006-001,44722,1,1,pass,KeepAlive with percentage 100 Passed
SMOKE-006-002,44723,1,1,pass,KeepAlive with percentage 0 Passed
SMOKE-007-001,44724,1,1,pass,One Url MultiPart With Boundary Passed
SMOKE-007-002,44725,1,1,pass,One Url MultiPart Without Boundary Passed
SMOKE-007-003,44726,1,1,pass,One Url MultiPart Nested Boundries Passed
SMOKE-008-001,44727,1,1,pass,Page think time with constant mode Passed
SMOKE-008-002,44728,1,1,pass,Page think time with uniform distribution mode Passed
SMOKE-008-003,44729,1,1,pass,Page think time with internet type distribution mode Passed
SMOKE-008-004,44730,1,1,pass,Page think time keyword for specific page Passed
SMOKE-008-005,44731,1,1,pass,Page think time keyword with overide and multiply values Passed
SMOKE-008-007,44732,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-008,44733,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-009,44734,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-010,44735,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-011,44736,1,1,pass,page think time mode 4 testcase passed for all groups and all pages
SMOKE-008-012,44737,1,1,pass,page think time mode 4 testcase passed where function returns a random value from an initalized array
SMOKE-009-001,44738,1,1,pass,Search in two main url Passed
SMOKE-009-002,44739,1,1,pass,Search in two main url with savelength mode Passed
SMOKE-009-003,44740,1,1,pass,Search for two main url with save length and save offset mode  Passed
SMOKE-009-004,44741,1,1,pass,Search for two main url with save length and save offset mode Passed
SMOKE-009-005,44742,1,1,pass,Search for two main url with save length and save offset mode in 2 pages Passed
SMOKE-009-006,44743,1,1,pass,Search for two main url with save length and save offset mode in 2 pages Passed
SMOKE-009-007,44744,1,1,pass,Checkpoint with two main url check value found Passed
SMOKE-009-008,44745,1,1,pass,Checkpoint with two main url check value not found Passed
SMOKE-009-009,44746,1,1,pass,Checkpoint with two main url check value with prefix and suffix found Passed
SMOKE-009-010,44747,1,1,pass,Checkpoint with two main url check value with prefix and suffix not found Passed
SMOKE-009-011,44748,1,1,pass,Checkpoint with two main url check value with prefix and suffix found and ActionOnfailContinue Passed
SMOKE-009-012,44749,1,1,pass,Checkpoint with two main url check value with prefix and suffix not found ActionOnfailStop Passed
SMOKE-009-013,44750,1,1,pass,Checkpoint with two main url check value with prefix and suffix found comparing from a file Passed
SMOKE-009-014,44751,1,1,pass,Checkpoint with two main url check value with prefix and suffix not found Passed
SMOKE-009-015,44752,1,1,pass,File Parameter 5 main url ChangeOnUse Passed
SMOKE-009-016,44753,1,1,pass,File Parameter 5 main url ChangeOnSession Passed
SMOKE-009-017,44754,1,1,pass,File Parameter 5 url ModeWeighted Passed
SMOKE-009-018,44755,1,1,pass,Serach Param for two main url Passed
SMOKE-009-019,44756,1,1,fail,Search Param for 5 url with single page search savelenght and saveoffset and ORD all Failed
SMOKE-010-001,44757,1,1,pass,DNS A type query Passed
SMOKE-010-002,44758,1,1,pass,DNS AAAA type query Passed
SMOKE-010-003,44759,1,1,pass,DNS MX type query Passed
