NVM 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVM 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
