#testcaseid,testrun,componentid,catagoryid,status,description
SMOKE-001-001,12141,1,1,pass,ns_save_string() api Passed
SMOKE-001-002,12142,1,1,pass,ns_eval_string() Passed
SMOKE-001-003,12143,1,1,pass,ns_adv_param() Passed
SMOKE-001-004,12144,1,1,pass,ns_adv_param() negative condition Passed
SMOKE-001-005,12145,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-006,12146,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-007,12147,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,12148,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-009,12149,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-010,12150,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-011,12151,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,12152,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,12153,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-014,12154,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-015,12155,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,12156,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,12157,1,1,pass,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,12158,1,1,pass,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,12159,1,1,pass,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,12160,1,1,pass,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,12161,1,1,pass,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-001-024,12162,1,1,pass,Passed for ns_get_url_resp_msg
SMOKE-002-001,12163,1,1,pass,Http authentication basic for apache main param session Passed
SMOKE-002-002,12164,1,1,pass,Http authentication basic for apache main param use Passed
SMOKE-002-003,12165,1,1,pass,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,12166,1,1,pass,Http authentication basic main with keep alive Passed
SMOKE-002-005,12167,1,1,pass,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,12168,1,1,pass,Autofetch one main url five autofetch url Passed
SMOKE-003-002,12169,1,1,pass,Autofetch disabled Passed
SMOKE-003-003,12170,1,1,pass,Autofetch enabled two embedded url Passed
SMOKE-003-004,12171,1,1,pass,Autofetch disabled two embedded url Passed
SMOKE-003-005,12172,1,1,pass,Autofetch Inline Include Domain Passed
SMOKE-003-006,12173,1,1,pass,Autofetch Inline Exclude Domain Passed
SMOKE-003-007,12174,1,1,pass,Autofetch Inline Include Url Pattern Passed
SMOKE-003-008,12175,1,1,pass,Autofetch Inline Exclude Url Pattern Passed
SMOKE-003-009,12176,1,1,pass,No jsp based url being requested after excluding jsp based pattern
SMOKE-003-010,12177,1,1,pass,jsp based url being requested after including jsp based pattern
SMOKE-003-011,12178,1,1,pass,js based url were not requested after excluding js+ based pattern
SMOKE-003-012,12179,1,1,pass,jsp inlines have been filtered out but js being included for js? pattern
SMOKE-003-013,12180,1,1,pass,only js and jsp based inlines have been requested for including jsp? pattern
SMOKE-003-014,12181,1,1,pass,jsp and js both inlines have been included for js* pattern
SMOKE-003-015,12182,1,1,pass,jsp and js both inlines have been included for j[sp]+ pattern
SMOKE-003-016,12183,1,1,pass,PostURLCallBack for set embed objects api;mode zero;not implemented
SMOKE-003-017,12184,1,1,pass,PostURLCallBack for set embd objects api;mode one;not implemented
SMOKE-003-018,12185,1,1,pass,PostURLCallBack for set embd objects api;url redirection;not implemented
SMOKE-004-001,12186,1,1,pass,Auto Redirect 10 Depth Server URL and Scenario 2 Depth Redirection Passed
SMOKE-004-002,12187,1,1,pass,Auto Redirect One Depth Server URL with relative path Passed
SMOKE-004-003,12188,1,1,pass,Auto Redirect For Different Host Test Passed
SMOKE-004-004,12189,1,1,pass,Auto Redirect For Relative To Absolute redirection Passed
SMOKE-004-005,12190,1,1,pass,Auto Redirect For Different Protocol Url Passed
SMOKE-004-006,12191,1,1,pass,Validation passed for Manual redirection testcase
SMOKE-005-003,12192,1,1,pass,Four URL Test with expiry code and cookie mode 1  Passed
SMOKE-005-004,12193,1,1,pass,Two URL Test with command line cookie and cookie mode 1 Passed
SMOKE-006-001,12194,1,1,pass,KeepAlive with percentage 100 Passed
SMOKE-006-002,12195,1,1,pass,KeepAlive with percentage 0 Passed
SMOKE-007-001,12196,1,1,pass,One Url MultiPart With Boundary Passed
SMOKE-007-002,12197,1,1,pass,One Url MultiPart Without Boundary Passed
SMOKE-007-003,12198,1,1,pass,One Url MultiPart Nested Boundries Passed
SMOKE-008-001,12199,1,1,pass,Page think time with constant mode Passed
SMOKE-008-002,12200,1,1,pass,Page think time with uniform distribution mode Passed
SMOKE-008-003,12201,1,1,pass,Page think time with internet type distribution mode Passed
SMOKE-008-004,12202,1,1,pass,Page think time keyword for specific page Passed
SMOKE-008-005,12203,1,1,pass,Page think time keyword with overide and multiply values Passed
SMOKE-008-007,12204,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-008,12205,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-009,12206,1,1,pass,Page think time custom mode 4 vaidation passed
