#testcaseid,testrun,componentid,catagoryid,status,description
SMOKE-001-001,89809,1,1,pass,ns_save_string() api Passed
SMOKE-001-002,89810,1,1,pass,ns_eval_string() Passed
SMOKE-001-003,89811,1,1,pass,ns_adv_param() Passed
SMOKE-001-004,89812,1,1,pass,ns_adv_param() negative condition Passed
SMOKE-001-005,89813,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-006,89814,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-007,89815,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,89816,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-009,89817,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-010,89818,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-011,89819,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,89820,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,89821,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-014,89822,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-015,89823,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,89824,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,89825,1,1,pass,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,89826,1,1,pass,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,89827,1,1,pass,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,89828,1,1,pass,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,89829,1,1,pass,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-001-024,89830,1,1,pass,Passed for ns_get_url_resp_msg
SMOKE-002-001,89831,1,1,pass,Http authentication basic for apache main param session Passed
SMOKE-002-002,89832,1,1,pass,Http authentication basic for apache main param use Passed
SMOKE-002-003,89833,1,1,pass,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,89834,1,1,pass,Http authentication basic main with keep alive Passed
SMOKE-002-005,89835,1,1,pass,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,89836,1,1,pass,Autofetch one main url five autofetch url Passed
SMOKE-003-002,89837,1,1,pass,Autofetch disabled Passed
SMOKE-003-003,89838,1,1,pass,Autofetch enabled two embedded url Passed
SMOKE-003-004,89839,1,1,pass,Autofetch disabled two embedded url Passed
SMOKE-003-005,89840,1,1,pass,Autofetch Inline Include Domain Passed
SMOKE-003-006,89841,1,1,pass,Autofetch Inline Exclude Domain Passed
SMOKE-003-007,89842,1,1,pass,Autofetch Inline Include Url Pattern Passed
SMOKE-003-008,89843,1,1,pass,Autofetch Inline Exclude Url Pattern Passed
SMOKE-003-009,89844,1,1,fail,jsp based url being requested after excluding jsp based pattern
SMOKE-003-010,89845,1,1,fail,No jsp based url being requested after including jsp based pattern
SMOKE-003-011,89846,1,1,pass,js based url were not requested after excluding js+ based pattern
SMOKE-003-012,89847,1,1,pass,jsp inlines have been filtered out but js being included for js? pattern
SMOKE-003-013,89848,1,1,pass,only js and jsp based inlines have been requested for including jsp? pattern
SMOKE-003-014,89849,1,1,fail,some of js or jsp inlines have not been included for js* pattern
SMOKE-003-015,89850,1,1,pass,jsp and js both inlines have been included for j[sp]+ pattern
SMOKE-003-016,89851,1,1,pass,PostURLCallBack for set embed objects api;mode zero;not implemented
SMOKE-003-017,89852,1,1,pass,PostURLCallBack for set embd objects api;mode one;not implemented
SMOKE-003-018,89853,1,1,pass,PostURLCallBack for set embd objects api;url redirection;not implemented
SMOKE-004-001,89854,1,1,pass,Auto Redirect 10 Depth Server URL and Scenario 2 Depth Redirection Passed
SMOKE-004-002,89855,1,1,pass,Auto Redirect One Depth Server URL with relative path Passed
SMOKE-004-003,89856,1,1,pass,Auto Redirect For Different Host Test Passed
SMOKE-004-004,89857,1,1,pass,Auto Redirect For Relative To Absolute redirection Passed
SMOKE-004-005,89858,1,1,pass,Auto Redirect For Different Protocol Url Passed
SMOKE-004-006,89859,1,1,pass,Validation passed for Manual redirection testcase
SMOKE-005-004,89860,1,1,pass,Two URL Test with command line cookie and cookie mode 1 Passed
SMOKE-006-001,89861,1,1,pass,KeepAlive with percentage 100 Passed
SMOKE-006-002,89862,1,1,pass,KeepAlive with percentage 0 Passed
SMOKE-007-001,89863,1,1,pass,One Url MultiPart With Boundary Passed
SMOKE-007-002,89864,1,1,pass,One Url MultiPart Without Boundary Passed
SMOKE-007-003,89865,1,1,pass,One Url MultiPart Nested Boundries Passed
SMOKE-008-001,89866,1,1,pass,Page think time with constant mode Passed
SMOKE-008-002,89867,1,1,pass,Page think time with uniform distribution mode Passed
SMOKE-008-003,89868,1,1,pass,Page think time with internet type distribution mode Passed
SMOKE-008-004,89869,1,1,pass,Page think time keyword for specific page Passed
SMOKE-008-005,89870,1,1,pass,Page think time keyword with overide and multiply values Passed
SMOKE-008-007,89871,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-008,89872,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-009,89873,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-010,89874,1,1,pass,Page think time custom mode 4 vaidation passed
SMOKE-008-011,89875,1,1,pass,page think time mode 4 testcase passed for all groups and all pages
SMOKE-008-012,89876,1,1,pass,page think time mode 4 testcase passed where function returns a random value from an initalized array
SMOKE-009-001,89877,1,1,pass,Search in two main url Passed
