TestCaseName,TestRun,Duration,$Tname,$Wan,Pass%,SD_TotalConn,SD_TotalSuccConn,SD_TotalURLHits,SD_TotalSuccURL,Open/Sec,URLHits/Sec,URLFailures,SD_AvgURLTime,SD_MaxURLTime,SD_MinURLTime,SD_TotalTrasHits,SD_TotalSuccTras,SD_TrasHits/Sec,SD_TrasFailures,SD_AvgTrasTime,SD_MaxTrasTime,SD_MinTrasTime,SD_TcpTx,SD_TcpRx,SD_EthTx,SD_EthRx,Close/Sec,SD_CPUBusyNS,SD_CPUBusyNO
Regression001,6546,00:25:55,REG-001-001,0,100,3955,3955,1561864,1561864,2,1004.41,0,0.001,0.217,0.000,461087,461087,NA,0,0.146,4.163,0.000,5858.082,32073.046,7464.279,34335.128,2,NA,NA
