TestCaseName,TestRun,Duration,$Tname,$Wan,Pass%,SD_TotalConn,SD_TotalSuccConn,SD_TotalURLHits,SD_TotalSuccURL,Open/Sec,URLHits/Sec,URLFailures,SD_AvgURLTime,SD_MaxURLTime,SD_MinURLTime,SD_TotalTrasHits,SD_TotalSuccTras,SD_TrasHits/Sec,SD_TrasFailures,SD_AvgTrasTime,SD_MaxTrasTime,SD_MinTrasTime,SD_TcpTx,SD_TcpRx,SD_EthTx,SD_EthRx,Close/Sec,SD_CPUBusyNS,SD_CPUBusyNO
Regression004,6549,00:19:49,REG-004-001,0,100,66906,66906,241105,237954,56,202.78,3151,0.001,0.265,0.000,40957,37790,NA,3167,0.312,6.003,0.000,1181.652,6466.883,1713.977,7078.232,56,NA,NA
