TestCaseName,TestRun,Duration,$Tname,$Wan,Pass%,SD_TotalConn,SD_TotalSuccConn,SD_TotalURLHits,SD_TotalSuccURL,Open/Sec,URLHits/Sec,URLFailures,SD_AvgURLTime,SD_MaxURLTime,SD_MinURLTime,SD_TotalTrasHits,SD_TotalSuccTras,SD_TrasHits/Sec,SD_TrasFailures,SD_AvgTrasTime,SD_MaxTrasTime,SD_MinTrasTime,SD_TcpTx,SD_TcpRx,SD_EthTx,SD_EthRx,Close/Sec,SD_CPUBusyNS,SD_CPUBusyNO
Regression002,6547,00:15:21,REG-002-001,0,99,519487,519485,1638835,1543497,564,1779.41,95338,0.001,0.822,0.000,279625,272730,NA,6895,0.101,5.985,0.000,10179.276,54046.695,15367.603,59954.273,564,NA,NA
