TestCaseName,TestRun,Duration,$Tname,$Wan,Pass%,SD_TotalConn,SD_TotalSuccConn,SD_TotalURLHits,SD_TotalSuccURL,Open/Sec,URLHits/Sec,URLFailures,SD_AvgURLTime,SD_MaxURLTime,SD_MinURLTime,SD_TotalTrasHits,SD_TotalSuccTras,SD_TrasHits/Sec,SD_TrasFailures,SD_AvgTrasTime,SD_MaxTrasTime,SD_MinTrasTime,SD_TcpTx,SD_TcpRx,SD_EthTx,SD_EthRx,Close/Sec,SD_CPUBusyNS,SD_CPUBusyNO
Regression005,6550,00:15:42,REG-005-001,0,100,46826,46826,80386,80386,49,85.34,0,0.003,0.977,0.000,80386,80386,NA,0,0.003,0.977,0.000,2499.046,2043.384,2836.813,2327.176,49,NA,NA
