TestCaseName,TestRun,Duration,$Tname,$Wan,Pass%,SD_TotalConn,SD_TotalSuccConn,SD_TotalURLHits,SD_TotalSuccURL,Open/Sec,URLHits/Sec,URLFailures,SD_AvgURLTime,SD_MaxURLTime,SD_MinURLTime,SD_TotalTrasHits,SD_TotalSuccTras,SD_TrasHits/Sec,SD_TrasFailures,SD_AvgTrasTime,SD_MaxTrasTime,SD_MinTrasTime,SD_TcpTx,SD_TcpRx,SD_EthTx,SD_EthRx,Close/Sec,SD_CPUBusyNS,SD_CPUBusyNO
Regression003,6548,00:25:57,REG-003-001,0,100,270837,270837,1420812,1420812,173,912.53,0,0.001,0.216,0.000,428070,428070,NA,0,0.097,4.099,0.000,5323.071,29203.638,7849.174,32089.178,173,NA,NA
