TestID,TestRun,Status,Description
SMOKE_SAVE_DATA_VAR_API_RELATIVE_PATH_TEST,TR2411,PASS,SMOKE_SAVE_DATA_VAR_API_RELATIVE_PATH_TEST Passed
SMOKE_SAVE_DATA_VAR_API_ABSOLUTE_PATH_TEST,TR2412,PASS,SMOKE_SAVE_DATA_VAR_API_ABSOLUTE_PATH_TEST Passed
SMOKE_SAVE_DATA_VAR_API_NO_PERMISSION_FAIL_TEST,TR2413,PASS,SMOKE_SAVE_DATA_VAR_API_NO_PERMISSION_FAIL_TEST Passed
SMOKE_SAVE_DATA_VAR_API_WRONG_PATH_FAIL_TEST,TR2414,PASS,SMOKE_SAVE_DATA_VAR_API_WRONG_PATH_FAIL_TEST Passed
SMOKE_SAVE_DATA_EVAL_API_RELATIVE_PATH_TEST,TR2415,PASS,SMOKE_SAVE_DATA_EVAL_API_RELATIVE_PATH_TEST Passed
SMOKE_SAVE_DATA_EVAL_API_ABSOLUTE_PATH_TEST,TR2416,PASS,SMOKE_SAVE_DATA_EVAL_API_ABSOLUTE_PATH_TEST Passed
SMOKE_SAVE_DATA_EVAL_API_NO_PERMISSION_FAIL_TEST,TR2417,PASS,SMOKE_SAVE_DATA_EVAL_API_NO_PERMISSION_FAIL_TEST Passed
SMOKE_SAVE_DATA_EVAL_API_WRONG_PATH_FAIL_TEST,TR2418,PASS,SMOKE_SAVE_DATA_EVAL_API_WRONG_PATH_FAIL_TEST Passed
SMOKE_SAVE_DATA_EX_API_RELATIVE_PATH_TEST,TR2419,PASS,SMOKE_SAVE_DATA_EX_API_RELATIVE_PATH_TEST Passed
SMOKE_SAVE_DATA_EX_API_ABSOLUTE_PATH_TEST,TR2420,PASS,SMOKE_SAVE_DATA_EX_API_ABSOLUTE_PATH_TEST Passed
SMOKE_SAVE_DATA_EX_API_NO_PERMISSION_FAIL_TEST,TR2421,PASS,SMOKE_SAVE_DATA_EX_API_NO_PERMISSION_FAIL_TEST Passed
SMOKE_SAVE_DATA_EX_API_WRONG_PATH_FAIL_TEST,TR2422,PASS,SMOKE_SAVE_DATA_EX_API_WRONG_PATH_FAIL_TEST Passed
SMOKE_SET_INT_VAL_API_TEST,TR2423,PASS,SMOKE_SET_INT_VAL_API_TEST Passed
SMOKE_GET_INT_VAL_API_TEST,TR2424,PASS,SMOKE_GET_INT_VAL_API_TEST Passed
SMOKE_GET_RANDOM_STR_API_TEST,TR2425,PASS,SMOKE_GET_RANDOM_STR_API_TEST Passed
SMOKE_GETTERS_API_TEST,TR2426,PASS,SMOKE_GETTERS_API_TEST Passed
SMOKE_CHK_STR_CPY_API_TEST,TR2427,PASS,SMOKE_CHK_STR_CPY_API_TEST Passed
SMOKE_4UrlT_WOExpCookie_CMode1,TR2428,PASS,SMOKE_4UrlT_WOExpCookie_CMode1 passed
SMOKE_4UrlT_WExpCookie_CMode1,TR2429,PASS,SMOKE_4UrlT_WExpCookie_CMode1 passed
SMOKE_4UrlT_ExpCookie_CMode1,TR2430,FAIL,SMOKE_4UrlT_ExpCookie_CMode1 failed
SMOKE_2UrlT_ClineCookie_CMode1,TR2431,PASS,SMOKE_2UrlT_ClineCookie_CMode1 passed
SMOKE_AF_OneMain_FiveAFURL,TR2432,PASS,SMOKE_AF_OneMain_FiveAFURL Passed
SMOKE_AF_OneMain_FiveAFedURL_AFOFF,TR2433,PASS,SMOKE_AF_OneMain_FiveAFedURL_AFOFF Passed
SMOKE_AF_OneMain_FiveAFedURL_TwoEmbd_AFOn,TR2434,PASS,SMOKE_AF_OneMain_FiveAFedURL_TwoEmbd_AFOn Passed
SMOKE_AF_OneMain_FiveAFedURL_TwoEmbd_AFOFF,TR2435,PASS,SMOKE_AF_OneMain_FiveAFedURL_TwoEmbd_AFOFF Passed
SMOKE_Http_auth_Basic_apache_main_param_session,TR2436,PASS,SMOKE_Http_auth_Basic_apache_main_param_session passed
SMOKE_Http_auth_Basic_apache_main_param_use,TR2437,PASS,SMOKE_Http_auth_Basic_apache_main_param_use passed
SMOKE_Http_auth_Basic_apache_PageDump,TR2438,PASS,SMOKE_Http_auth_Basic_apache_PageDump passed
SMOKE_Http_auth_Basic_main_CheckWithKA,TR2439,PASS,SMOKE_Http_auth_Basic_main_CheckWithKA passed
SMOKE_Http_auth_Basic_main_CVfailWithOutKA,TR2440,PASS,SMOKE_Http_auth_Basic_main_CVfailWithOutKA passed
SMOKE_OneUrl_MultiPart_With_Boundary,TR2441,PASS, passed
SMOKE_OneUrl_MultiPart_Without_Boundary,TR2442,PASS, passed
SMOKE_MultiPart_Nested,TR2443,PASS, passed
SMOKE_POP3,TR2451,PASS,SMOKE_POP3 Passed
SMOKE_FTP_TXT_TYPE_PASSIVE,TR2452,PASS,SMOKE_FTP_TXT_TYPE_PASSIVE Passed
SMOKE_FTP_BIN_TYPE_PASSIVE,TR2453,PASS,SMOKE_FTP_BIN_TYPE_PASSIVE Passed
SMOKE_FTP_TXT_TYPE_ACTIVE,TR2454,PASS,SMOKE_FTP_TXT_TYPE_ACTIVE Passed
SMOKE_FTP_BIN_TYPE_ACTIVE,TR2455,PASS,SMOKE_FTP_BIN_TYPE_ACTIVE Passed
SMOKE_SMTP,TR2456,PASS,SMOKE_SMTP Passed
SMOKE_IMAP_FETCH_HEADER,TR2457,PASS,SMOKE_IMAP_FETCH_HEADER Passed
SMOKE_IMAP_FETCH_TEXT,TR2458,PASS,SMOKE_IMAP_FETCH_TEXT Passed
SMOKE_IMAP_FETCH_BODY,TR2459,PASS,SMOKE_IMAP_FETCH_BODY Passed

Failed: 1 test(s), Passed: 66 test(s), Total: 67 test(s)
