TestID, TestRun, Release_Id, Build_Id, Component_Id, Status, Catagory, Description
SMOKE-001-001,6920,4.1.3L,12,NetStorm,pass,1,ns_save_string() api Passed
SMOKE-001-002,6921,4.1.3L,12,NetStorm,pass,1,ns_eval_string() Passed
SMOKE-001-003,6922,4.1.3L,12,NetStorm,pass,1,ns_adv_param() Passed
SMOKE-001-004,6923,4.1.3L,12,NetStorm,pass,1,ns_adv_param() negative condition Passed
SMOKE-001-005,6924,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-006,6925,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-007,6926,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,6927,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-009,6928,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-010,6929,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-011,6930,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,6931,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,6932,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-014,6933,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-015,6934,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,6935,4.1.3L,12,NetStorm,pass,1,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,6936,4.1.3L,12,NetStorm,pass,1,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,6937,4.1.3L,12,NetStorm,pass,1,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,6938,4.1.3L,12,NetStorm,pass,1,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,6939,4.1.3L,12,NetStorm,pass,1,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,6940,4.1.3L,12,NetStorm,pass,1,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-002-001,6941,4.1.3L,12,NetStorm,pass,1,Http authentication basic for apache main param session Passed
SMOKE-002-002,6942,4.1.3L,12,NetStorm,pass,1,Http authentication basic for apache main param use Passed
SMOKE-002-003,6943,4.1.3L,12,NetStorm,pass,1,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,6944,4.1.3L,12,NetStorm,pass,1,Http authentication basic main with keep alive Passed
SMOKE-002-005,6945,4.1.3L,12,NetStorm,pass,1,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,6946,4.1.3L,12,NetStorm,pass,1,Autofetch one main url five autofetch url Passed
SMOKE-003-002,6947,4.1.3L,12,NetStorm,pass,1,Autofetch disabled Passed
SMOKE-003-003,6948,4.1.3L,12,NetStorm,pass,1,Autofetch enabled two embedded url Passed
SMOKE-003-004,6949,4.1.3L,12,NetStorm,pass,1,Autofetch disabled two embedded url Passed
SMOKE-003-005,6950,4.1.3L,12,NetStorm,pass,1,Autofetch Inline Include Domain Passed
SMOKE-003-006,6951,4.1.3L,12,NetStorm,pass,1,Autofetch Inline Exclude Domain Passed
SMOKE-003-007,6952,4.1.3L,12,NetStorm,pass,1,Autofetch Inline Include Url Pattern Passed
