#testcaseid,testrun,componentid,catagoryid,status,description
SMOKE-001-001,46128,1,1,fail,ns_save_string() api Failed
SMOKE-001-002,46129,1,1,pass,ns_eval_string() Passed
SMOKE-001-003,46130,1,1,pass,ns_adv_param() Passed
SMOKE-001-004,46131,1,1,pass,ns_adv_param() negative condition Passed
SMOKE-001-005,46132,1,1,fail,save_data_var or save_data_eval or save_dat_ex api Failed
SMOKE-001-006,46133,1,1,fail,save_data_var or save_data_eval or save_dat_ex api Failed
SMOKE-001-007,46134,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,46135,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-009,46136,1,1,fail,save_data_var or save_data_eval or save_dat_ex api Failed
SMOKE-001-010,46137,1,1,fail,save_data_var or save_data_eval or save_dat_ex api Failed
SMOKE-001-011,46138,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,46139,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,46140,1,1,fail,save_data_var or save_data_eval or save_dat_ex api Failed
SMOKE-001-014,46141,1,1,fail,save_data_var or save_data_eval or save_dat_ex api Failed
SMOKE-001-015,46142,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,46143,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,46144,1,1,pass,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,46145,1,1,pass,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,46146,1,1,pass,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,46147,1,1,pass,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,46148,1,1,pass,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-001-024,46149,1,1,fail,Failed for ns_get_url_resp_msg; Diff returned 1
SMOKE-002-001,46150,1,1,pass,Http authentication basic for apache main param session Passed
SMOKE-002-002,46151,1,1,pass,Http authentication basic for apache main param use Passed
SMOKE-002-003,46152,1,1,pass,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,46153,1,1,pass,Http authentication basic main with keep alive Passed
SMOKE-002-005,46154,1,1,pass,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,46155,1,1,fail,Autofetch one main url five autofetch url Failed
SMOKE-003-002,46156,1,1,fail,Autofetch deisabled Failed
SMOKE-003-003,46157,1,1,fail,Autofetch enabled two embedded url Failed
SMOKE-003-004,46158,1,1,fail,Autofetch disabled two embedded url Failed
SMOKE-003-005,46159,1,1,fail,Autofetch Inline Include Domain Failed
SMOKE-003-006,46160,1,1,fail,Autofetch Inline Exclude Domain Failed
SMOKE-003-007,46161,1,1,fail,Autofetch Inline Include Url Pattern Failed
SMOKE-003-008,46162,1,1,fail,Autofetch Inline Exclude Url Pattern Failed
SMOKE-003-009,46163,1,1,fail,jsp based url being requested after excluding jsp based pattern
SMOKE-003-010,46164,1,1,fail,No jsp based url being requested after including jsp based pattern
SMOKE-003-011,46165,1,1,fail,some js based url were found in request after excluding js+ based pattern
SMOKE-003-012,46166,1,1,fail,jsp and js both inlines have been included for js? pattern
SMOKE-003-013,46167,1,1,fail,either of the url type; js or jsp have been missing in request;for including jsp? pattern
SMOKE-003-014,46168,1,1,fail,some of js or jsp inlines have not been included for js* pattern
SMOKE-003-015,46169,1,1,fail,some of js or jsp inlines have not been included for j[sp]+ pattern
SMOKE-003-016,46170,1,1,pass,PostURLCallBack for set embed objects api;mode zero;not implemented
SMOKE-003-017,46171,1,1,pass,PostURLCallBack for set embd objects api;mode one;not implemented
SMOKE-003-018,46172,1,1,pass,PostURLCallBack for set embd objects api;url redirection;not implemented
SMOKE-004-001,46173,1,1,fail,Auto Redirect 10 Depth Server URL and Scenario 2 Depth Redirection Failed
SMOKE-004-002,46174,1,1,fail,Auto Redirect One Depth Server URL with relative path Failed
SMOKE-004-003,46175,1,1,fail,Auto Redirect For Different Host Test Failed
SMOKE-004-004,46176,1,1,fail,Auto Redirect For Relative To Absolute redirection Failed
SMOKE-004-005,46177,1,1,fail,Auto Redirect For Different Protocol Url Failed
SMOKE-004-006,46178,1,1,fail,Validations failed for Manual redirection testcase
SMOKE-005-003,46179,1,1,pass,Four URL Test with expiry code and cookie mode 1  Passed
SMOKE-005-004,46180,1,1,fail,Two URL Test with command line cookie and cookie mode 1 Failed
SMOKE-006-001,46181,1,1,fail,KeepAlive with percentage 100 Failed
SMOKE-006-002,46182,1,1,fail,KeepAlive with percentage 0 Failed
SMOKE-007-001,46183,1,1,fail,One Url MultiPart With Boundary Failed
SMOKE-007-002,46184,1,1,fail,One Url MultiPart Without Boundary Failed
SMOKE-007-003,46185,1,1,fail,One Url MultiPart Nested Boundries Failed
SMOKE-008-001,46186,1,1,fail,Page think time with constant mode Failed
SMOKE-008-002,46187,1,1,fail,Page think time with uniform distribution mode Failed
SMOKE-008-003,46188,1,1,fail,Page think time with internet type distribution mode Failed
SMOKE-008-004,46189,1,1,fail,Page think time keyword for specific page Failed
SMOKE-008-005,46190,1,1,fail,Page think time keyword with overide and multiply values Failed
SMOKE-008-007,46191,1,1,fail,Page think time custom mode 4 vaidation Failed
SMOKE-008-008,46192,1,1,fail,Page think time custom mode 4 vaidation Failed
SMOKE-008-009,46193,1,1,fail,Page think time custom mode 4 vaidation Failed
SMOKE-008-010,46194,1,1,fail,Page think time custom mode 4 vaidation Failed
SMOKE-008-011,46195,1,1,fail,page think time mode 4 testcase failed as average tx time(ALL)(0.003) is less than custom function return value(5.0)
SMOKE-008-012,46196,1,1,fail,page think time mode 4 testcase failed as expected tx time is greater than actual tx time for index page after custom mode think value applied
SMOKE-009-001,46197,1,1,fail,Search in two main url Failed
SMOKE-009-002,46198,1,1,fail,Search in two main url with savelength mode Failed
SMOKE-009-003,46199,1,1,fail,Search for two main url with save length and save offset mode Failed
SMOKE-009-004,46200,1,1,fail,Search for two main url with save length and save offset mode Failed
SMOKE-009-005,46201,1,1,fail,Search for two main url with save length and save offset mode in 2 pages Failed
SMOKE-009-006,46202,1,1,fail,Search for two main url with save length and save offset mode in 2 pages Failed
SMOKE-009-007,46203,1,1,pass,Checkpoint with two main url check value found Passed
SMOKE-009-008,46204,1,1,pass,Checkpoint with two main url check value not found Passed
SMOKE-009-009,46205,1,1,pass,Checkpoint with two main url check value with prefix and suffix found Passed
SMOKE-009-010,46206,1,1,pass,Checkpoint with two main url check value with prefix and suffix not found Passed
SMOKE-009-011,46207,1,1,fail,Checkpoint with two main url check value with prefix and suffix found ActionOnfailContinue Failed
SMOKE-009-012,46208,1,1,fail,Checkpoint with two main url check value with prefix and suffix not found ActionOnfailStop Failed
SMOKE-009-013,46209,1,1,fail,Checkpoint with two main url check value with prefix and suffix found comparing from a file Failed
SMOKE-009-014,46210,1,1,fail,Checkpoint with two main url check value with prefix and suffix not found Failed
SMOKE-009-017,46213,1,1,fail,File Parameter 5 url ModeWeighted Failed
SMOKE-009-018,46214,1,1,fail,Search Param for two main url Failed
