Case, TestID, Category, ReleaseID, BuildID, ComponentID, TestRun, CPS, HPS, ThroughputRX, ThroughputTX
HPS,Performance_hps_128User_OEF_010,Performance_hps_128User_OEF_010,3.9.7,24,NS,TR23000,12,433511,526435,428241
HPS,Performance_hps_128User_OEF_010_HPM,Performance_hps_128User_OEF_010_HPM,3.9.7,24,NS,TR23001,12,435735,456257,371153
HPS,Performance_hps_128User_OEF_011_HPM,Performance_hps_128User_OEF_011_HPM,3.9.7,24,NS,TR23002,12,435889,459170,373521
HPS,Performance_hps_128User_OEF_111_HPM,Performance_hps_128User_OEF_111_HPM,3.9.7,24,NS,TR23003,12,437307,461552,375456
THROUGHPUT,Performance_throughput_128User_OEF_010,Performance_throughput_128User_OEF_010,3.9.7,24,NS,TR23004,12,2863,963797,6869
THROUGHPUT,Performance_throughput_128User_OEF_010_HPM,Performance_throughput_128User_OEF_010_HPM,3.9.7,24,NS,TR23005,12,2863,1084556,7542
THROUGHPUT,Performance_throughput_128User_OEF_011_HPM,Performance_throughput_128User_OEF_011_HPM,3.9.7,24,NS,TR23006,12,2863,963725,6887
THROUGHPUT,Performance_throughput_128User_OEF_111_HPM,Performance_throughput_128User_OEF_111_HPM,3.9.7,24,NS,TR23007,12,2863,963742,6898
CONCURRENCY,Performance_concurrency_withoutwan,Performance_concurrency_withoutwan,3.9.7,24,NS,TR,,,,
